text,code,lang_rep,code_rep
"unless there are remind for me for Mondays to call my dad, provided that I got reminders for Thursdays or I have flight itinerary near the nearest hospital, clear the first two reminders to call my dad","person_reminded = Contact.resolve_from_text(""I"")
date_times = DateTime.resolve_many_from_text(""Thursdays"")
reminders = []
for date_time in date_times:
  reminders += Reminder.find_reminders(person_reminded=person_reminded, date_time=date_time)
test1 = bool(reminders)
contact = Contact.resolve_from_text(""I"")
content = Content.resolve_from_text(""flight itinerary"")
messages = Message.find_messages(recipient=contact, content=content)
test2 = bool(messages)
test = test1 or test2
if test:
  date_times = DateTime.resolve_many_from_text(""Mondays"")
  person_reminded = Contact.resolve_from_text(""me"")
  contents = Content.resolve_many_from_text(""the cake is in the fridge or leave 15 minutes earlier"")
  for content in [contents]:
    for date_time in date_times:
      Reminder.create_reminder(date_time=date_time, person_reminded=person_reminded, content=content)
location = Location.resolve_from_text(""near the nearest hospital"")
location = utils.sort(location, ""nearest"")
location = utils.first(location)
navigation_traffic_info = []
for traffic_condition in test_navigation_traffic_info:
  for location in location:
    navigation_traffic_info += Navigation.find_traffic_info(location=location, traffic_condition=traffic_condition)
test_navigation_traffic_info = bool(navigation_traffic_info)

if not test_navigation_traffic_info:
  content = Content.resolve_from_text(""call my dad"")
  reminders = Reminder.find_reminders(content=content)
  reminders = first(reminders, 2)
  Reminder.delete_reminder(reminders=reminders)","(None, None)","(None, None)"
add laptop to my list and check if there are tickets for a country event in Caldwell Forest and Lake Selena for tomorrow afternoon,"product_name = ProductName.resolve_from_text(""laptop"")
shopping_list_name = ShoppingListName.resolve_from_text(""my list"")
shopping_list = Shopping.add_to_shopping_list(product_name=product_name, shopping_list_name=shopping_list_name)

event_name = EventName.resolve_from_text(""a country event"")
locations = Location.resolve_many_from_text(""in Caldwell Forest and Lake Selena"")
date_time = DateTime.resolve_from_text(""tomorrow afternoon"")
events = []
for location in locations:
  events = Calendar.find_events(date_time=date_time, event_name=event_name, location=location)
event_tickets = Calendar.find_events_tickets(events=events)
Responder.respond(response=event_tickets)","(None, None)","(None, None)"
see how long will it take me to arrive to Montenegro at mindnight or noon and email it to my parents,"destination = Location.resolve_from_text(""to Montenegro"")
date_times = DateTime.resolve_many_from_text(""mindnight or noon"")
duration = []
for destination in destination:
  for date_time in date_times:
    duration += Navigation.find_duration(destination=destination, date_time=date_time)
Responder.respond(response=duration)
recipients = Contact.resolve_many_from_text(""my parents"")
content = Content.resolve_from_entity(entity=duration)
for recipient in recipients:
  Message.send_message(recipient=recipient, content=content)","(None, None)","(None, None)"
show if it will be dusty on Wednesday in the two least popular restaurant and see if it breezy and freezing on Saturdays,"weather_condition = WeatherCondition.resolve_from_text(""will be dusty"")
date_time = DateTime.resolve_from_text(""Wednesday"")
locations = Location.resolve_from_text(""in the 2 least popular restaurant"")
locations = utils.sort(locations, ""least popular"")
locations = utils.first(locations, 2)
weather_forecasts = []
for location in location:
  weather_forecasts += Weather.find_weather_forecasts(date_time=date_time, location=location, weather_condition=weather_condition)
test_weather_forecasts = bool(weather_forecasts)
Responder.respond(response=test_weather_forecasts)

weather_conditions = WeatherCondition.resolve_many_from_text(""breezy and freezing"")
date_times = DateTime.resolve_many_from_text(""on Saturdays"")
weather_forecasts = []
for weather_condition in weather_conditions:
  for date_time in date_times:
    weather_forecasts += Weather.find_weather_forecasts(date_time=date_time, weather_condition=weather_condition)
test_weather_forecasts = bool(weather_forecasts)
Responder.respond(response=test_weather_forecasts)","(None, None)","(None, None)"
show me if there are tickets for a meeting in my work place or my neighborhood and check when I should leave to get to Port Thomas at noon,"event_name = EventName.resolve_from_text(""a meeting"")
locations = Location.resolve_many_from_text(""in my work place or my neighborhood"")
events = []
for location in locations:
  events += Calendar.find_events(event_name=event_name, location=location)
event_tickets = Calendar.find_events_tickets(events=events)
Responder.respond(response=event_tickets)

destination = Location.resolve_from_text(""to Port Thomas"")
date_time = DateTime.resolve_from_text(""noon"")
estimated_departure = Navigation.find_estimated_departure(destination=destination, date_time=date_time)
Responder.respond(response=estimated_departure)","(None, None)","(None, None)"
search socks that are on clearance or boots that are on clearance at Lee-Davis and on the weather forecast,"product_name1 = ProductName.resolve_from_text(""socks"")
product_name2 = ProductName.resolve_from_text(""boots"")
product_attribute = ProductAttribute.resolve_from_text(""on clearance"")
location = Location.resolve_from_text(""Lee-Davis"")
products = []
for product_name in [product_name1, product_name2]:
  products += Product.find_products(product_name=product_name, product_attribute=product_attribute, location=location)
Responder.respond(response=products)

weather_forecasts = Weather.find_weather_forecasts()
Responder.respond(response=weather_forecasts)","(None, None)","(None, None)"
provided I have a reminder to walk the dog for tomorrow or to message Jeffrey for his birthday at noon tomorrow see if it sleeting and dusty in the closest boulevard at noon,"person_reminded = Contact.resolve_from_text(""I"")
content1 = Content.resolve_from_text(""walk the dog"")
content2 = Content.resolve_from_text(""message Jeffrey for his birthday"")
date_time1 = DateTime.resolve_from_text(""tomorrow"")
date_time2 = DateTime.resolve_from_text(""noon tomorrow"")
reminders = []
for content in [content1, content2]:
  for date_time in [date_time1, date_time2]:
    reminders += Reminder.find_reminders(person_reminded=person_reminded, date_time=date_time, content=content)
test_reminders = bool(reminders)

if test_reminders:
  weather_conditions = WeatherCondition.resolve_many_from_text(""sleeting and dusty"")
  location = Location.resolve_from_text(""in the closest boulevard"")
  location = utils.sort(location, ""closest"")
  location = utils.first(location)
  date_time = DateTime.resolve_from_text(""noon"")
  weather_forecasts = []
  for weather_condition in weather_conditions:
    weather_forecasts += Weather.find_weather_forecasts(date_time=date_time, location=location, weather_condition=weather_condition)
  test_weather_forecasts = bool(weather_forecasts)
  Responder.respond(response=test_weather_forecasts)","(None, None)","(None, None)"
show me the route to my work place from my neighborhood if I leave at 2:03 PM the day after tomorrow and email it to my softball team,"origin = Location.resolve_from_text(""from my neighborhood"")
destination = Location.resolve_from_text(""to my work place"")
date_time = DateTime.resolve_from_text(""2:03 PM the day after tomorrow"")
directions = Navigation.find_directions(origin=origin, destination=destination, date_time=date_time)
Responder.respond(response=directions)
recipients = Contact.resolve_many_from_text(""my softball team"")
content = Content.resolve_from_entity(entity=directions)
for recipient in recipients:
  Message.send_message(recipient=recipient, content=content)","(None, None)","(None, None)"
"check if the central heating system is turn up to 887 degrees celsius for tomorrow, tell me if I have a meeting at 1:22 PM next month on my calendar if so","device_name = HomeDeviceName.resolve_from_text(""the central heating system"")
device_action = HomeDeviceAction.resolve_from_text(""turn up"")
device_value = HomeDeviceValue.resolve_from_text(""887 degrees celsius"")
date_time = DateTime.resolve_from_text(""tomorrow"")
home_devices = SmartHome.find_home_devices(device_action=device_action, device_name=device_name, device_value=device_value, date_time=date_time)
test_home_device = bool(home_devices)
Responder.respond(response=test_home_device)
if test_home_device:
  event_calendar = EventCalendar.resolve_from_text(""my calendar"")
  date_time = DateTime.resolve_from_text(""1:22 PM next month"")
  meetings = Calendar.find_events(date_time=date_time, event_calendar=event_calendar)
  test_meetings = bool(meetings)
  Responder.respond(response=test_meetings)","(None, None)","(None, None)"
"provided that there is construction near the Prada hospital Prada hospital find if it stormy and cool in the bridge bridge or the Facebook plant at mindnight tomorrow,unless that I need to leave to get before 4:19 AM to my parents neighborhood from my office at noon","traffic_condition = TrafficCondition.resolve_from_text(""construction"")
location = Location.resolve_from_text(""near the Prada hospital Prada hospital"")
navigation_traffic_info = Navigation.find_traffic_info(location=location, traffic_condition=traffic_condition)
test_navigation_traffic_info = bool(navigation_traffic_info)

if test_navigation_traffic_info:
  arrival_date_time = before arrival_date_time = DateTime.resolve_from_text(""4:19 AM"")
  destination = Location.resolve_from_text(""to my parents neighborhood"")
  origin = Location.resolve_from_text(""from my office"")
  departure_time = DateTime.resolve_from_text(""noon"")
  departure = Navigation.find_estimated_departure(source=origin, destination=destination, arrival_date_time=arrival_date_time, departure_date_time=departure_time)
  test_navigation_estimate_departure = bool(departure)
  
  if not test_navigation_estimate_departure:
    weather_conditions = WeatherCondition.resolve_many_from_text(""stormy and cool"")
    location = Location.resolve_many_from_text(""in the bridge bridge or the Facebook plant"")
    date_time = DateTime.resolve_from_text(""mindnight tomorrow"")
    weather_forecasts = []
    for weather_condition in weather_conditions:
      for location in location:
        weather_forecasts += Weather.find_weather_forecasts(date_time=date_time, location=location, weather_condition=weather_condition)
    test_weather_forecasts = bool(weather_forecasts)
    Responder.respond(response=test_weather_forecasts)","(None, None)","(None, None)"
